BLOCKFACE_ID,street_name,supervisor_district,pm_district_id,meter_count,min_street_num,max_street_num,on_offstreet_majority,cap_color_majority,meter_type_majority,on_street_prop,off_street_prop,is_offstreet,citation_count,citation_rate_per_meter,log_rate
107021,07TH AVE,1,9.0,6,287.0,299.0,ON,Grey,SS,1.0,0.0,0,42,7.0,2.0794415416798357
107022,07TH AVE,1,9.0,3,292.0,296.0,ON,Grey,SS,1.0,0.0,0,21,7.0,2.0794415416798357
107031,07TH AVE,1,9.0,5,301.0,309.0,ON,Grey,SS,1.0,0.0,0,44,8.8,2.2823823856765264
107032,07TH AVE,1,9.0,15,304.0,336.0,ON,Grey,SS,1.0,0.0,0,106,7.066666666666666,2.087740344494531
107033,07TH AVE,1,9.0,3,393.0,397.0,ON,Grey,SS,1.0,0.0,0,26,8.666666666666666,2.268683541318364
107034,07TH AVE,1,9.0,3,394.0,398.0,ON,Grey,SS,1.0,0.0,0,16,5.333333333333333,1.8458266904983307
107041,07TH AVE,1,9.0,5,401.0,409.0,ON,Grey,SS,1.0,0.0,0,45,9.0,2.302585092994046
107042,07TH AVE,1,9.0,3,404.0,410.0,ON,Grey,SS,1.0,0.0,0,36,12.0,2.5649493574615367
107121,07TH AVE,7,24.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
107122,07TH AVE,7,24.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
107131,07TH AVE,7,24.0,2,,,ON,Yellow,SS,1.0,0.0,0,0,0.0,0.0
107132,07TH AVE,7,24.0,34,,,OFF,Grey,SS,0.058823529411764705,0.9411764705882353,1,0,0.0,0.0
108021,08TH AVE,1,9.0,5,291.0,299.0,ON,Grey,SS,1.0,0.0,0,35,7.0,2.0794415416798357
108022,08TH AVE,1,9.0,7,286.0,298.0,ON,Yellow,SS,1.0,0.0,0,41,5.857142857142857,1.9252908618525775
108031,08TH AVE,1,9.0,12,303.0,333.0,ON,Grey,SS,1.0,0.0,0,75,6.25,1.9810014688665833
108032,08TH AVE,1,9.0,34,304.0,324.0,OFF,Grey,SS,0.17647058823529413,0.8235294117647058,1,59,1.7352941176470589,1.0062389685370945
108033,08TH AVE,1,9.0,6,389.0,399.0,ON,Grey,SS,1.0,0.0,0,30,5.0,1.791759469228055
108041,08TH AVE,1,9.0,4,401.0,409.0,ON,Grey,SS,1.0,0.0,0,48,12.0,2.5649493574615367
108042,08TH AVE,1,9.0,3,404.0,408.0,ON,Grey,SS,1.0,0.0,0,32,10.666666666666666,2.456735772821304
108121,08TH AVE,7,24.0,4,,,ON,Black,SS,1.0,0.0,0,0,0.0,0.0
108122,08TH AVE,7,24.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
108131,08TH AVE,7,24.0,44,,,OFF,Grey,SS,0.11363636363636363,0.8863636363636364,1,0,0.0,0.0
108132,08TH AVE,7,24.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
109021,09TH AVE,1,9.0,5,289.0,297.0,ON,Grey,SS,1.0,0.0,0,38,7.6,2.151762203259462
109022,09TH AVE,1,9.0,5,288.0,298.0,ON,Grey,SS,1.0,0.0,0,54,10.8,2.468099531471619
109031,09TH AVE,1,9.0,3,303.0,309.0,ON,Grey,SS,1.0,0.0,0,16,5.333333333333333,1.8458266904983307
109032,09TH AVE,1,9.0,39,304.0,340.0,OFF,Grey,SS,0.3333333333333333,0.6666666666666667,1,98,2.5128205128205128,1.2564192796984786
109033,09TH AVE,1,9.0,4,389.0,395.0,ON,Grey,SS,1.0,0.0,0,76,19.0,2.995732273553991
109034,09TH AVE,1,9.0,4,390.0,396.0,ON,Grey,SS,1.0,0.0,0,80,20.0,3.044522437723423
109042,09TH AVE,1,9.0,3,404.0,408.0,ON,Grey,SS,1.0,0.0,0,5,1.6666666666666667,0.9808292530117262
109121,09TH AVE,7,24.0,17,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
109122,09TH AVE,7,24.0,17,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
109131,09TH AVE,7,24.0,11,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
109132,09TH AVE,7,24.0,24,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
110021,10TH AVE,1,9.0,4,291.0,297.0,ON,Grey,SS,1.0,0.0,0,51,12.75,2.6210388241125804
110022,10TH AVE,1,9.0,5,288.0,296.0,ON,Grey,SS,1.0,0.0,0,58,11.6,2.533696813957432
110031,10TH AVE,1,9.0,2,301.0,303.0,ON,Grey,SS,1.0,0.0,0,14,7.0,2.0794415416798357
110032,10TH AVE,1,9.0,4,306.0,312.0,ON,Grey,SS,1.0,0.0,0,24,6.0,1.9459101490553132
110033,10TH AVE,1,9.0,2,395.0,397.0,ON,Green,SS,1.0,0.0,0,16,8.0,2.1972245773362196
110034,10TH AVE,1,9.0,4,390.0,396.0,ON,Grey,SS,1.0,0.0,0,34,8.5,2.2512917986064953
110041,10TH AVE,1,9.0,4,401.0,409.0,ON,Grey,SS,1.0,0.0,0,6,1.5,0.9162907318741551
110042,10TH AVE,1,9.0,4,402.0,408.0,ON,Grey,SS,1.0,0.0,0,6,1.5,0.9162907318741551
110121,10TH AVE,7,24.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
110122,10TH AVE,7,24.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
110131,10TH AVE,7,24.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
110132,10TH AVE,7,24.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
111021,11TH AVE,1,9.0,4,291.0,297.0,ON,Grey,SS,1.0,0.0,0,20,5.0,1.791759469228055
111022,11TH AVE,1,9.0,2,296.0,298.0,ON,Grey,SS,1.0,0.0,0,7,3.5,1.5040773967762742
111031,11TH AVE,1,9.0,2,303.0,305.0,ON,Grey,SS,1.0,0.0,0,18,9.0,2.302585092994046
111032,11TH AVE,1,9.0,7,302.0,314.0,ON,Grey,SS,1.0,0.0,0,57,8.142857142857142,2.2129729343043585
111033,11TH AVE,1,9.0,12,379.0,399.0,ON,Green,SS,1.0,0.0,0,107,8.916666666666666,2.294216843323529
111034,11TH AVE,1,9.0,3,394.0,398.0,ON,Grey,SS,1.0,0.0,0,41,13.666666666666666,2.6855773452501515
111042,11TH AVE,1,9.0,1,402.0,402.0,ON,Yellow,SS,1.0,0.0,0,1,1.0,0.6931471805599453
112042,12TH AVE,1,9.0,4,402.0,410.0,ON,Grey,SS,1.0,0.0,0,43,10.75,2.463853240590168
114032,14TH AVE,1,21.0,2,396.0,398.0,ON,Grey,SS,1.0,0.0,0,9,4.5,1.7047480922384253
114041,14TH AVE,1,21.0,1,403.0,403.0,ON,Grey,SS,1.0,0.0,0,7,7.0,2.0794415416798357
114271,14TH AVE,7,10.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
114272,14TH AVE,7,10.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
114281,14TH AVE,7,10.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
114282,14TH AVE,7,10.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
115031,15TH AVE,1,21.0,4,391.0,397.0,ON,Red,SS,1.0,0.0,0,21,5.25,1.8325814637483102
115032,15TH AVE,1,21.0,1,396.0,396.0,ON,Grey,SS,1.0,0.0,0,6,6.0,1.9459101490553132
115042,15TH AVE,1,21.0,3,404.0,408.0,ON,Grey,SS,1.0,0.0,0,20,6.666666666666667,2.03688192726104
115131,15TH AVE,7,24.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
115282,15TH AVE,7,10.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
116031,16TH AVE,1,21.0,2,395.0,397.0,ON,Grey,SS,1.0,0.0,0,16,8.0,2.1972245773362196
116032,16TH AVE,1,21.0,4,392.0,398.0,ON,Green,SS,1.0,0.0,0,39,9.75,2.3749057545736716
116041,16TH AVE,1,21.0,4,401.0,409.0,ON,Grey,SS,1.0,0.0,0,32,8.0,2.1972245773362196
116042,16TH AVE,1,21.0,4,402.0,408.0,ON,Grey,SS,1.0,0.0,0,29,7.25,2.1102132003465894
117031,17TH AVE,1,21.0,2,397.0,399.0,ON,Green,SS,1.0,0.0,0,11,5.5,1.8718021769015913
117032,17TH AVE,1,21.0,4,392.0,398.0,ON,Red,SS,1.0,0.0,0,18,4.5,1.7047480922384253
117041,17TH AVE,1,21.0,1,401.0,401.0,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
117042,17TH AVE,1,21.0,7,402.0,414.0,ON,Grey,SS,1.0,0.0,0,22,3.142857142857143,1.4213856809311607
117231,17TH AVE,7,26.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
117232,17TH AVE,7,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
117241,17TH AVE,7,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
118031,18TH AVE,1,21.0,8,383.0,399.0,ON,Grey,SS,1.0,0.0,0,51,6.375,1.9980959022258835
118032,18TH AVE,1,21.0,6,386.0,396.0,ON,Grey,SS,1.0,0.0,0,37,6.166666666666667,1.9694406464655074
118041,18TH AVE,1,21.0,36,401.0,421.0,OFF,Grey,SS,0.1388888888888889,0.8611111111111112,1,84,2.3333333333333335,1.2039728043259361
118042,18TH AVE,1,21.0,1,402.0,402.0,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
118231,18TH AVE,7,26.0,3,,,ON,Green,SS,1.0,0.0,0,0,0.0,0.0
118232,18TH AVE,7,26.0,3,,,ON,Red,SS,1.0,0.0,0,0,0.0,0.0
118241,18TH AVE,7,26.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
118242,18TH AVE,7,26.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
119031,19TH AVE,1,21.0,4,391.0,397.0,ON,Green,SS,1.0,0.0,0,38,9.5,2.3513752571634776
119032,19TH AVE,1,21.0,3,394.0,398.0,ON,Grey,SS,1.0,0.0,0,22,7.333333333333333,2.120263536200091
119041,19TH AVE,1,21.0,4,401.0,407.0,ON,Green,SS,1.0,0.0,0,33,8.25,2.224623551524334
119042,19TH AVE,1,21.0,7,404.0,412.0,ON,Grey,SS,1.0,0.0,0,61,8.714285714285714,2.2735975561207935
119231,19TH AVE,4,26.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
119232,19TH AVE,7,26.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
119242,19TH AVE,7,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120031,20TH AVE,1,21.0,5,389.0,397.0,ON,Green,SS,1.0,0.0,0,47,9.4,2.341805806147327
120032,20TH AVE,1,21.0,2,394.0,396.0,ON,Grey,SS,1.0,0.0,0,19,9.5,2.3513752571634776
120041,20TH AVE,1,21.0,3,401.0,405.0,ON,Grey,SS,1.0,0.0,0,26,8.666666666666666,2.268683541318364
120042,20TH AVE,1,21.0,3,402.0,404.0,ON,Grey,SS,1.0,0.0,0,14,4.666666666666667,1.7346010553881064
120121,20TH AVE,4,24.0,30,,,OFF,Grey,SS,0.23333333333333334,0.7666666666666666,1,0,0.0,0.0
120122,20TH AVE,4,24.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120131,20TH AVE,4,24.0,7,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120132,20TH AVE,4,24.0,6,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120171,20TH AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120172,20TH AVE,4,25.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120181,20TH AVE,4,25.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120182,20TH AVE,4,25.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120231,20TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120232,20TH AVE,4,26.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120241,20TH AVE,4,26.0,7,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
120242,20TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121031,21ST AVE,1,21.0,3,393.0,397.0,ON,Green,SS,1.0,0.0,0,18,6.0,1.9459101490553132
121032,21ST AVE,1,21.0,5,390.0,398.0,ON,Red,SS,1.0,0.0,0,25,5.0,1.791759469228055
121041,21ST AVE,1,21.0,5,401.0,409.0,ON,Grey,SS,1.0,0.0,0,73,14.6,2.747270914255491
121042,21ST AVE,1,21.0,7,402.0,412.0,ON,Grey,SS,1.0,0.0,0,72,10.285714285714286,2.423537703411708
121121,21ST AVE,4,24.0,5,,,ON,Green,SS,1.0,0.0,0,0,0.0,0.0
121122,21ST AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121131,21ST AVE,4,24.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121132,21ST AVE,4,24.0,7,,,ON,Green,SS,1.0,0.0,0,0,0.0,0.0
121171,21ST AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121172,21ST AVE,4,25.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121181,21ST AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121182,21ST AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121231,21ST AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121232,21ST AVE,4,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121241,21ST AVE,4,26.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
121242,21ST AVE,4,26.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122031,22ND AVE,1,21.0,3,393.0,397.0,ON,Grey,SS,1.0,0.0,0,27,9.0,2.302585092994046
122032,22ND AVE,1,21.0,3,394.0,398.0,ON,Green,SS,1.0,0.0,0,21,7.0,2.0794415416798357
122041,22ND AVE,1,21.0,3,401.0,405.0,ON,Yellow,SS,1.0,0.0,0,16,5.333333333333333,1.8458266904983307
122042,22ND AVE,1,21.0,4,404.0,406.0,ON,Grey,SS,1.0,0.0,0,26,6.5,2.0149030205422647
122121,22ND AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122122,22ND AVE,4,24.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122131,22ND AVE,4,24.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122132,22ND AVE,4,24.0,4,,,ON,Green,SS,1.0,0.0,0,0,0.0,0.0
122182,22ND AVE,4,25.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122231,22ND AVE,4,26.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122232,22ND AVE,4,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122241,22ND AVE,4,26.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
122242,22ND AVE,4,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
123021,23RD AVE,1,21.0,4,291.0,297.0,ON,Grey,SS,1.0,0.0,0,16,4.0,1.6094379124341003
123031,23RD AVE,1,21.0,3,301.0,305.0,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
123032,23RD AVE,1,21.0,3,392.0,398.0,ON,Grey,SS,1.0,0.0,0,32,10.666666666666666,2.456735772821304
123033,23RD AVE,1,21.0,2,393.0,395.0,ON,Grey,SS,1.0,0.0,0,15,7.5,2.1400661634962708
123041,23RD AVE,1,21.0,2,401.0,403.0,ON,Grey,SS,1.0,0.0,0,12,6.0,1.9459101490553132
123042,23RD AVE,1,21.0,2,402.0,404.0,ON,Grey,SS,1.0,0.0,0,14,7.0,2.0794415416798357
123121,23RD AVE,4,24.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
123131,23RD AVE,4,24.0,1,,,ON,Yellow,SS,1.0,0.0,0,0,0.0,0.0
123132,23RD AVE,4,24.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
124031,24TH AVE,1,21.0,2,395.0,397.0,ON,Green,SS,1.0,0.0,0,13,6.5,2.0149030205422647
124032,24TH AVE,1,21.0,2,396.0,398.0,ON,Green,SS,1.0,0.0,0,10,5.0,1.791759469228055
124041,24TH AVE,1,21.0,2,401.0,403.0,ON,Grey,SS,1.0,0.0,0,9,4.5,1.7047480922384253
124042,24TH AVE,1,21.0,3,402.0,406.0,ON,Grey,SS,1.0,0.0,0,13,4.333333333333333,1.6739764335716716
124043,24TH AVE,1,21.0,1,497.0,497.0,ON,Grey,SS,1.0,0.0,0,3,3.0,1.3862943611198906
124044,24TH AVE,1,21.0,2,492.0,494.0,ON,Grey,SS,1.0,0.0,0,13,6.5,2.0149030205422647
124051,24TH AVE,1,9.0,2,503.0,505.0,ON,Grey,SS,1.0,0.0,0,8,4.0,1.6094379124341003
124052,24TH AVE,1,9.0,1,504.0,504.0,ON,Grey,SS,1.0,0.0,0,3,3.0,1.3862943611198906
124121,24TH AVE,4,24.0,7,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
124122,24TH AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
124131,24TH AVE,4,24.0,7,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
124132,24TH AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
124252,24TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125041,25TH AVE,1,21.0,4,401.0,407.0,ON,Grey,SS,1.0,0.0,0,17,4.25,1.6582280766035324
125042,25TH AVE,1,21.0,3,494.0,498.0,ON,Grey,SS,1.0,0.0,0,7,2.3333333333333335,1.2039728043259361
125051,25TH AVE,1,21.0,5,501.0,509.0,ON,Grey,SS,1.0,0.0,0,5,1.0,0.6931471805599453
125121,25TH AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125122,25TH AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125131,25TH AVE,4,24.0,3,,,ON,Red,SS,1.0,0.0,0,0,0.0,0.0
125132,25TH AVE,4,24.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125231,25TH AVE,4,26.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125232,25TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125241,25TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
125242,25TH AVE,4,26.0,5,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
126041,26TH AVE,1,21.0,8,483.0,497.0,ON,Grey,SS,1.0,0.0,0,20,2.5,1.252762968495368
126042,26TH AVE,1,21.0,2,496.0,498.0,ON,Grey,SS,1.0,0.0,0,22,11.0,2.4849066497880004
126051,26TH AVE,1,21.0,2,501.0,503.0,ON,Grey,SS,1.0,0.0,0,22,11.0,2.4849066497880004
126052,26TH AVE,1,21.0,2,502.0,504.0,ON,Green,SS,1.0,0.0,0,22,11.0,2.4849066497880004
126121,26TH AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
126131,26TH AVE,4,24.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
126132,26TH AVE,4,24.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
126231,26TH AVE,4,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
126232,26TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
126241,26TH AVE,4,26.0,1,,,ON,Yellow,SS,1.0,0.0,0,0,0.0,0.0
126242,26TH AVE,4,26.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
127041,27TH AVE,1,21.0,3,463.0,467.0,ON,Grey,SS,1.0,0.0,0,33,11.0,2.4849066497880004
127042,27TH AVE,1,21.0,3,464.0,468.0,ON,Grey,SS,1.0,0.0,0,34,11.333333333333334,2.512305623976115
127051,27TH AVE,1,21.0,2,505.0,509.0,ON,Green,SS,1.0,0.0,0,5,2.5,1.252762968495368
127052,27TH AVE,1,21.0,3,504.0,506.0,ON,Grey,SS,1.0,0.0,0,7,2.3333333333333335,1.2039728043259361
127122,27TH AVE,4,24.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
127132,27TH AVE,4,24.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
127231,27TH AVE,4,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
127242,27TH AVE,4,26.0,2,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
128041,28TH AVE,1,21.0,2,465.0,467.0,ON,Grey,SS,1.0,0.0,0,4,2.0,1.0986122886681098
128042,28TH AVE,1,21.0,2,466.0,468.0,ON,Grey,SS,1.0,0.0,0,4,2.0,1.0986122886681098
128052,28TH AVE,1,21.0,7,502.0,514.0,ON,Grey,SS,1.0,0.0,0,12,1.7142857142857142,0.9985288301111271
129242,29TH AVE,4,26.0,1,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
131171,31ST AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
131172,31ST AVE,4,25.0,10,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
131181,31ST AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
131182,31ST AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
132171,32ND AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
132172,32ND AVE,4,25.0,4,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
132181,32ND AVE,4,25.0,3,,,ON,Green,SS,1.0,0.0,0,0,0.0,0.0
132182,32ND AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
133172,33RD AVE,4,25.0,3,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
133182,33RD AVE,4,25.0,7,,,ON,Grey,SS,1.0,0.0,0,0,0.0,0.0
136061,36TH AVE,1,22.0,3,663.0,667.0,ON,Grey,SS,1.0,0.0,0,16,5.333333333333333,1.8458266904983307
137061,37TH AVE,1,22.0,3,663.0,667.0,ON,Grey,SS,1.0,0.0,0,17,5.666666666666667,1.8971199848858813
137062,37TH AVE,1,22.0,2,664.0,666.0,ON,Grey,SS,1.0,0.0,0,11,5.5,1.8718021769015913
137071,37TH AVE,1,22.0,4,701.0,707.0,ON,Grey,SS,1.0,0.0,0,31,7.75,2.169053700369523
137072,37TH AVE,1,22.0,4,702.0,710.0,ON,Grey,SS,1.0,0.0,0,37,9.25,2.327277705584417
138061,38TH AVE,1,22.0,2,661.0,669.0,ON,Grey,SS,1.0,0.0,0,21,10.5,2.4423470353692043
138062,38TH AVE,1,22.0,7,654.0,668.0,ON,Grey,SS,1.0,0.0,0,25,3.5714285714285716,1.519825753744413
138071,38TH AVE,1,22.0,3,703.0,707.0,ON,Grey,SS,1.0,0.0,0,18,6.0,1.9459101490553132
138072,38TH AVE,1,22.0,2,702.0,704.0,ON,Grey,SS,1.0,0.0,0,21,10.5,2.4423470353692043
